Date,Store ID,Product ID,Product Name,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2023-07-19,S001,P0005,Bluetooth Speaker,Electronics,East,58,24,19,25,73.64,5,Rainy,0,67.04,Summer
2023-07-20,S001,P0005,Bluetooth Speaker,Electronics,East,34,18,19,19,73.64,5,Rainy,0,76.1,Summer
2023-07-21,S001,P0005,Bluetooth Speaker,Electronics,East,66,18,16,19,73.64,5,Sunny,0,72.91,Summer
2023-07-22,S001,P0005,Bluetooth Speaker,Electronics,East,43,18,18,18,73.64,0,Rainy,0,72.54,Summer
2023-07-23,S001,P0005,Bluetooth Speaker,Electronics,East,63,23,20,22,73.64,5,Sunny,0,72.8,Summer
2023-07-24,S001,P0005,Bluetooth Speaker,Electronics,East,90,24,27,24,73.64,5,Windy,0,80.33,Summer
2023-07-25,S001,P0005,Bluetooth Speaker,Electronics,East,59,25,23,22,73.64,0,Sunny,0,77.91,Summer
2023-07-26,S001,P0005,Bluetooth Speaker,Electronics,East,52,24,21,26,73.64,0,Cloudy,0,79.97,Summer
2023-07-27,S001,P0005,Bluetooth Speaker,Electronics,East,71,19,20,17,73.64,15,Windy,0,71.09,Summer
2023-07-28,S001,P0005,Bluetooth Speaker,Electronics,East,55,17,13,15,73.64,0,Cloudy,0,68.09,Summer
2023-07-29,S001,P0005,Bluetooth Speaker,Electronics,East,33,19,23,17,73.64,0,Rainy,0,68.43,Summer
2023-07-30,S001,P0005,Bluetooth Speaker,Electronics,East,70,21,19,19,73.64,0,Windy,0,79.18,Summer
2023-07-31,S001,P0005,Bluetooth Speaker,Electronics,East,49,23,21,24,73.64,0,Windy,0,69.96,Summer
2023-08-01,S001,P0005,Bluetooth Speaker,Electronics,East,89,25,28,22,73.64,15,Sunny,0,76.99,Summer
2023-08-02,S001,P0005,Bluetooth Speaker,Electronics,East,41,25,30,26,73.64,10,Windy,0,80.37,Summer
2023-08-03,S001,P0005,Bluetooth Speaker,Electronics,East,52,19,20,19,73.64,5,Sunny,0,75.11,Summer
2023-08-04,S001,P0005,Bluetooth Speaker,Electronics,East,26,17,19,18,73.64,0,Windy,0,67.25,Summer
2023-08-05,S001,P0005,Bluetooth Speaker,Electronics,East,61,16,17,15,73.64,0,Rainy,0,72.29,Summer
2023-08-06,S001,P0005,Bluetooth Speaker,Electronics,East,66,21,24,21,73.64,0,Cloudy,0,75.27,Summer
2023-08-07,S001,P0005,Bluetooth Speaker,Electronics,East,48,25,22,22,73.64,0,Windy,0,68.05,Summer
2023-08-08,S001,P0005,Bluetooth Speaker,Electronics,East,50,26,22,24,73.64,5,Rainy,0,73.76,Summer
2023-08-09,S001,P0005,Bluetooth Speaker,Electronics,East,81,23,20,23,73.64,5,Windy,0,70.88,Summer
2023-08-10,S001,P0005,Bluetooth Speaker,Electronics,East,39,21,17,22,73.64,0,Windy,0,71.82,Summer
2023-08-11,S001,P0005,Bluetooth Speaker,Electronics,East,61,18,18,18,73.64,5,Windy,0,73.36,Summer
2023-08-12,S001,P0005,Bluetooth Speaker,Electronics,East,40,19,18,19,73.64,0,Sunny,0,76.2,Summer
2023-08-13,S001,P0005,Bluetooth Speaker,Electronics,East,36,22,30,20,73.64,10,Windy,0,77.18,Summer
2023-08-14,S001,P0005,Bluetooth Speaker,Electronics,East,67,26,32,27,73.64,5,Windy,0,68.3,Summer
2023-08-15,S001,P0005,Bluetooth Speaker,Electronics,East,40,24,26,24,73.64,10,Windy,0,73.1,Summer
2023-08-16,S001,P0005,Bluetooth Speaker,Electronics,East,54,20,19,20,73.64,0,Windy,0,73.09,Summer
2023-08-17,S001,P0005,Bluetooth Speaker,Electronics,East,42,20,18,19,73.64,10,Windy,0,69.65,Summer
2023-08-18,S001,P0005,Bluetooth Speaker,Electronics,East,48,18,17,18,73.64,0,Sunny,0,79.21,Summer
2023-08-19,S001,P0005,Bluetooth Speaker,Electronics,East,44,20,16,18,73.64,5,Windy,0,76.35,Summer
2023-08-20,S001,P0005,Bluetooth Speaker,Electronics,East,45,23,22,22,73.64,0,Rainy,0,80.39,Summer
2023-08-21,S001,P0005,Bluetooth Speaker,Electronics,East,44,27,27,25,73.64,0,Rainy,0,72.28,Summer
2023-08-22,S001,P0005,Bluetooth Speaker,Electronics,East,44,26,30,26,73.64,0,Sunny,0,67.41,Summer
2023-08-23,S001,P0005,Bluetooth Speaker,Electronics,East,50,23,31,24,73.64,15,Windy,0,69.64,Summer
2023-08-24,S001,P0005,Bluetooth Speaker,Electronics,East,40,17,15,17,73.64,10,Cloudy,0,73.48,Summer
2023-08-25,S001,P0005,Bluetooth Speaker,Electronics,East,59,18,23,18,73.64,15,Cloudy,0,73.64,Summer
2023-08-26,S001,P0005,Bluetooth Speaker,Electronics,East,66,17,22,17,73.64,20,Rainy,0,74.78,Summer
2023-08-27,S001,P0005,Bluetooth Speaker,Electronics,East,77,21,16,19,73.64,0,Windy,0,74.91,Summer
2023-08-28,S001,P0005,Bluetooth Speaker,Electronics,East,46,24,20,22,73.64,5,Cloudy,0,71.41,Summer
2023-08-29,S001,P0005,Bluetooth Speaker,Electronics,East,84,26,24,25,73.64,0,Cloudy,0,73.81,Summer
2023-08-30,S001,P0005,Bluetooth Speaker,Electronics,East,43,23,23,23,73.64,15,Cloudy,0,66.93,Summer
2023-08-31,S001,P0005,Bluetooth Speaker,Electronics,East,81,21,24,22,73.64,10,Rainy,0,72.39,Summer
2023-09-01,S001,P0005,Bluetooth Speaker,Electronics,East,22,14,13,13,73.64,0,Cloudy,0,73.75,Autumn
2023-09-02,S001,P0005,Bluetooth Speaker,Electronics,East,54,18,16,17,73.64,0,Cloudy,0,76.54,Autumn
2023-09-03,S001,P0005,Bluetooth Speaker,Electronics,East,76,23,19,22,73.64,5,Sunny,0,80.52,Autumn
2023-09-04,S001,P0005,Bluetooth Speaker,Electronics,East,68,27,22,25,73.64,0,Sunny,0,68.6,Autumn
2023-09-05,S001,P0005,Bluetooth Speaker,Electronics,East,98,26,23,23,73.64,5,Cloudy,0,78.43,Autumn
2023-09-06,S001,P0005,Bluetooth Speaker,Electronics,East,96,26,25,26,73.64,0,Rainy,0,68.8,Autumn
2023-09-07,S001,P0005,Bluetooth Speaker,Electronics,East,61,20,25,18,73.64,10,Windy,0,72.67,Autumn
2023-09-08,S001,P0005,Bluetooth Speaker,Electronics,East,70,18,15,16,73.64,0,Sunny,0,70.71,Autumn
2023-09-09,S001,P0005,Bluetooth Speaker,Electronics,East,42,19,22,17,73.64,5,Windy,0,73.03,Autumn
2023-09-10,S001,P0005,Bluetooth Speaker,Electronics,East,49,21,19,19,73.64,5,Rainy,0,68.75,Autumn
2023-09-11,S001,P0005,Bluetooth Speaker,Electronics,East,53,23,24,23,73.64,0,Rainy,0,72.58,Autumn
2023-09-12,S001,P0005,Bluetooth Speaker,Electronics,East,76,24,31,25,73.64,15,Cloudy,0,80.68,Autumn
2023-09-13,S001,P0005,Bluetooth Speaker,Electronics,East,61,21,18,19,73.64,10,Sunny,0,75.32,Autumn
2023-09-14,S001,P0005,Bluetooth Speaker,Electronics,East,66,21,21,21,73.64,0,Sunny,0,68.56,Autumn
2023-09-15,S001,P0005,Bluetooth Speaker,Electronics,East,63,18,20,19,73.64,0,Sunny,0,77.31,Autumn
2023-09-16,S001,P0005,Bluetooth Speaker,Electronics,East,49,18,23,19,73.64,10,Windy,0,67.83,Autumn
2023-09-17,S001,P0005,Bluetooth Speaker,Electronics,East,37,21,17,21,73.64,5,Rainy,0,78.57,Autumn
2023-09-18,S001,P0005,Bluetooth Speaker,Electronics,East,43,26,34,24,73.64,0,Sunny,0,76.9,Autumn
2023-09-19,S001,P0005,Bluetooth Speaker,Electronics,East,75,27,30,26,73.64,10,Sunny,0,69.79,Autumn
2023-09-20,S001,P0005,Bluetooth Speaker,Electronics,East,79,22,21,21,73.64,10,Rainy,0,67.02,Autumn
2023-09-21,S001,P0005,Bluetooth Speaker,Electronics,East,28,18,22,17,73.64,0,Cloudy,0,76.44,Autumn
2023-09-22,S001,P0005,Bluetooth Speaker,Electronics,East,68,19,26,18,73.64,5,Cloudy,0,77.32,Autumn
2023-09-23,S001,P0005,Bluetooth Speaker,Electronics,East,34,17,14,18,73.64,0,Sunny,0,66.35,Autumn
2023-09-24,S001,P0005,Bluetooth Speaker,Electronics,East,58,23,27,22,73.64,0,Rainy,0,77.09,Autumn
2023-09-25,S001,P0005,Bluetooth Speaker,Electronics,East,67,28,36,29,73.64,0,Windy,0,72.15,Autumn
2023-09-26,S001,P0005,Bluetooth Speaker,Electronics,East,46,29,24,26,73.64,0,Cloudy,0,68.53,Autumn
2023-09-27,S001,P0005,Bluetooth Speaker,Electronics,East,87,25,32,25,73.64,15,Sunny,0,75.47,Autumn
2023-09-28,S001,P0005,Bluetooth Speaker,Electronics,East,71,22,21,22,73.64,0,Sunny,0,79.1,Autumn
2023-09-29,S001,P0005,Bluetooth Speaker,Electronics,East,73,22,18,19,73.64,0,Windy,0,66.69,Autumn
2023-09-30,S001,P0005,Bluetooth Speaker,Electronics,East,51,16,16,14,73.64,0,Cloudy,0,74.13,Autumn
2023-10-01,S001,P0005,Bluetooth Speaker,Electronics,East,61,22,24,21,73.64,0,Windy,0,75.3,Autumn
2023-10-02,S001,P0005,Bluetooth Speaker,Electronics,East,63,28,30,25,73.64,15,Windy,0,70.78,Autumn
2023-10-03,S001,P0005,Bluetooth Speaker,Electronics,East,103,26,29,24,73.64,0,Windy,0,70.19,Autumn
2023-10-04,S001,P0005,Bluetooth Speaker,Electronics,East,107,27,28,25,73.64,0,Rainy,0,72.24,Autumn
2023-10-05,S001,P0005,Bluetooth Speaker,Electronics,East,76,21,16,22,73.64,0,Rainy,0,77.94,Autumn
2023-10-06,S001,P0005,Bluetooth Speaker,Electronics,East,62,19,23,19,73.64,0,Rainy,0,67.01,Autumn
2023-10-07,S001,P0005,Bluetooth Speaker,Electronics,East,66,20,17,18,73.64,0,Rainy,0,73.62,Autumn
2023-10-08,S001,P0005,Bluetooth Speaker,Electronics,East,76,22,28,23,73.64,0,Rainy,0,72.58,Autumn
2023-10-09,S001,P0005,Bluetooth Speaker,Electronics,East,62,26,31,26,73.64,10,Sunny,0,71.39,Autumn
2023-10-10,S001,P0005,Bluetooth Speaker,Electronics,East,87,28,24,30,73.64,0,Cloudy,0,67.92,Autumn
2023-10-11,S001,P0005,Bluetooth Speaker,Electronics,East,61,24,22,26,73.64,10,Rainy,0,76.87,Autumn
2023-10-12,S001,P0005,Bluetooth Speaker,Electronics,East,83,23,25,22,73.64,5,Cloudy,0,68.54,Autumn
2023-10-13,S001,P0005,Bluetooth Speaker,Electronics,East,52,20,24,19,73.64,0,Sunny,0,75.01,Autumn
2023-10-14,S001,P0005,Bluetooth Speaker,Electronics,East,87,22,21,23,73.64,10,Rainy,0,67.28,Autumn
2023-10-15,S001,P0005,Bluetooth Speaker,Electronics,East,45,22,26,22,73.64,0,Windy,0,73.56,Autumn
2023-10-16,S001,P0005,Bluetooth Speaker,Electronics,East,55,24,24,25,73.64,10,Sunny,0,77.71,Autumn
2023-10-17,S001,P0005,Bluetooth Speaker,Electronics,East,49,28,25,27,73.64,0,Windy,0,69.76,Autumn
2023-10-18,S001,P0005,Bluetooth Speaker,Electronics,East,98,31,32,29,73.64,15,Windy,0,73.29,Autumn
2023-10-19,S001,P0005,Bluetooth Speaker,Electronics,East,41,24,31,22,73.64,10,Cloudy,0,70.14,Autumn
2023-10-20,S001,P0005,Bluetooth Speaker,Electronics,East,37,19,16,19,73.64,20,Sunny,0,67.63,Autumn
2023-10-21,S001,P0005,Bluetooth Speaker,Electronics,East,37,22,24,20,73.64,0,Cloudy,0,77.73,Autumn
2023-10-22,S001,P0005,Bluetooth Speaker,Electronics,East,48,26,26,24,73.64,15,Windy,0,69.8,Autumn
2023-10-23,S001,P0005,Bluetooth Speaker,Electronics,East,59,25,27,25,73.64,10,Cloudy,0,78.39,Autumn
2023-10-24,S001,P0005,Bluetooth Speaker,Electronics,East,64,32,44,30,73.64,0,Cloudy,0,76.26,Autumn
2023-10-25,S001,P0005,Bluetooth Speaker,Electronics,East,55,27,23,26,73.64,5,Rainy,0,73.8,Autumn
2023-10-26,S001,P0005,Bluetooth Speaker,Electronics,East,75,23,30,25,73.64,10,Cloudy,0,67.4,Autumn
2023-10-27,S001,P0005,Bluetooth Speaker,Electronics,East,63,21,24,19,73.64,0,Rainy,0,74.86,Autumn
2023-10-28,S001,P0005,Bluetooth Speaker,Electronics,East,53,23,29,22,73.64,0,Rainy,0,74.57,Autumn
2023-10-29,S001,P0005,Bluetooth Speaker,Electronics,East,48,24,27,23,73.64,5,Rainy,0,75.92,Autumn
2023-10-30,S001,P0005,Bluetooth Speaker,Electronics,East,103,26,32,25,73.64,0,Sunny,0,71.99,Autumn
2023-10-31,S001,P0005,Bluetooth Speaker,Electronics,East,97,31,37,33,73.64,10,Cloudy,0,73.0,Autumn
2023-11-01,S001,P0005,Bluetooth Speaker,Electronics,East,62,24,28,23,73.64,5,Cloudy,0,66.35,Autumn
2023-11-02,S001,P0005,Bluetooth Speaker,Electronics,East,51,23,31,23,73.64,0,Windy,0,71.64,Autumn
2023-11-03,S001,P0005,Bluetooth Speaker,Electronics,East,60,23,30,25,73.64,0,Sunny,0,78.67,Autumn
2023-11-04,S001,P0005,Bluetooth Speaker,Electronics,East,49,23,26,23,73.64,0,Windy,0,69.26,Autumn
2023-11-05,S001,P0005,Bluetooth Speaker,Electronics,East,55,28,26,26,73.64,10,Rainy,0,77.06,Autumn
2023-11-06,S001,P0005,Bluetooth Speaker,Electronics,East,110,31,39,30,73.64,5,Windy,0,77.79,Autumn
2023-11-07,S001,P0005,Bluetooth Speaker,Electronics,East,99,36,31,35,73.64,0,Sunny,0,67.45,Autumn
2023-11-08,S001,P0005,Bluetooth Speaker,Electronics,East,84,27,31,24,73.64,0,Rainy,0,67.68,Autumn
2023-11-09,S001,P0005,Bluetooth Speaker,Electronics,East,90,25,33,24,73.64,0,Cloudy,0,74.78,Autumn
2023-11-10,S001,P0005,Bluetooth Speaker,Electronics,East,36,21,23,21,73.64,20,Rainy,0,70.81,Autumn
2023-11-11,S001,P0005,Bluetooth Speaker,Electronics,East,40,25,26,25,73.64,0,Cloudy,0,68.94,Autumn
2023-11-12,S001,P0005,Bluetooth Speaker,Electronics,East,65,27,37,24,73.64,15,Rainy,0,78.6,Autumn
2023-11-13,S001,P0005,Bluetooth Speaker,Electronics,East,120,34,43,33,73.64,15,Sunny,0,74.81,Autumn
2023-11-14,S001,P0005,Bluetooth Speaker,Electronics,East,123,31,30,30,73.64,0,Rainy,0,79.57,Autumn
2023-11-15,S001,P0005,Bluetooth Speaker,Electronics,East,60,32,31,33,73.64,0,Sunny,0,67.96,Autumn
2023-11-16,S001,P0005,Bluetooth Speaker,Electronics,East,75,26,31,26,73.64,5,Windy,0,80.41,Autumn
2023-11-17,S001,P0005,Bluetooth Speaker,Electronics,East,51,23,26,22,73.64,0,Windy,0,67.3,Autumn
2023-11-18,S001,P0005,Bluetooth Speaker,Electronics,East,95,25,21,25,73.64,0,Cloudy,0,77.39,Autumn
2023-11-19,S001,P0005,Bluetooth Speaker,Electronics,East,57,28,28,28,73.64,0,Cloudy,0,75.83,Autumn
2023-11-20,S001,P0005,Bluetooth Speaker,Electronics,East,50,32,25,31,73.64,0,Cloudy,0,71.6,Autumn
2023-11-21,S001,P0005,Bluetooth Speaker,Electronics,East,51,32,35,32,73.64,15,Sunny,0,75.68,Autumn
2023-11-22,S001,P0005,Bluetooth Speaker,Electronics,East,89,29,28,30,73.64,0,Rainy,0,69.05,Autumn
2023-11-23,S001,P0005,Bluetooth Speaker,Electronics,East,76,25,29,23,73.64,10,Sunny,0,77.13,Autumn
2023-11-24,S001,P0005,Bluetooth Speaker,Electronics,East,65,28,25,26,73.64,0,Rainy,1,77.53,Autumn
2023-11-25,S001,P0005,Bluetooth Speaker,Electronics,East,120,37,46,38,73.64,0,Cloudy,1,75.27,Autumn
2023-11-26,S001,P0005,Bluetooth Speaker,Electronics,East,67,34,44,37,73.64,5,Rainy,1,73.15,Autumn
2023-11-27,S001,P0005,Bluetooth Speaker,Electronics,East,227,57,62,59,73.64,15,Cloudy,1,69.77,Autumn
2023-11-28,S001,P0005,Bluetooth Speaker,Electronics,East,147,56,71,54,73.64,0,Rainy,1,77.83,Autumn
2023-11-29,S001,P0005,Bluetooth Speaker,Electronics,East,171,53,51,52,73.64,5,Rainy,1,69.91,Autumn
2023-11-30,S001,P0005,Bluetooth Speaker,Electronics,East,41,23,21,23,73.64,0,Sunny,0,72.77,Autumn
2023-12-01,S001,P0005,Bluetooth Speaker,Electronics,East,87,24,26,26,73.64,0,Sunny,0,66.51,Winter
2023-12-02,S001,P0005,Bluetooth Speaker,Electronics,East,94,26,30,26,73.64,15,Rainy,0,72.95,Winter
2023-12-03,S001,P0005,Bluetooth Speaker,Electronics,East,99,29,32,27,73.64,0,Cloudy,0,68.13,Winter
2023-12-04,S001,P0005,Bluetooth Speaker,Electronics,East,89,37,49,35,73.64,0,Sunny,0,70.98,Winter
2023-12-05,S001,P0005,Bluetooth Speaker,Electronics,East,94,33,38,33,73.64,0,Cloudy,0,80.94,Winter
2023-12-06,S001,P0005,Bluetooth Speaker,Electronics,East,94,27,27,27,73.64,10,Windy,0,71.45,Winter
2023-12-07,S001,P0005,Bluetooth Speaker,Electronics,East,55,29,26,26,73.64,10,Sunny,0,76.42,Winter
2023-12-08,S001,P0005,Bluetooth Speaker,Electronics,East,66,24,24,25,73.64,0,Rainy,0,66.85,Winter
2023-12-09,S001,P0005,Bluetooth Speaker,Electronics,East,67,22,25,23,73.64,0,Cloudy,0,80.26,Winter
2023-12-10,S001,P0005,Bluetooth Speaker,Electronics,East,74,30,41,27,73.64,0,Rainy,0,78.0,Winter
2023-12-11,S001,P0005,Bluetooth Speaker,Electronics,East,100,37,33,37,73.64,0,Rainy,0,66.76,Winter
2023-12-12,S001,P0005,Bluetooth Speaker,Electronics,East,75,32,30,31,73.64,0,Windy,0,80.3,Winter
2023-12-13,S001,P0005,Bluetooth Speaker,Electronics,East,97,38,40,36,73.64,0,Windy,0,76.8,Winter
2023-12-14,S001,P0005,Bluetooth Speaker,Electronics,East,91,26,27,26,73.64,5,Cloudy,0,79.44,Winter
2023-12-15,S001,P0005,Bluetooth Speaker,Electronics,East,95,25,24,27,73.64,15,Rainy,0,77.98,Winter
2023-12-16,S001,P0005,Bluetooth Speaker,Electronics,East,94,24,25,25,73.64,5,Windy,0,76.57,Winter
2023-12-17,S001,P0005,Bluetooth Speaker,Electronics,East,104,31,28,30,73.64,10,Windy,0,77.29,Winter
2023-12-18,S001,P0005,Bluetooth Speaker,Electronics,East,125,35,44,35,73.64,10,Cloudy,0,68.34,Winter
2023-12-19,S001,P0005,Bluetooth Speaker,Electronics,East,118,32,37,34,73.64,5,Windy,0,71.57,Winter
2023-12-20,S001,P0005,Bluetooth Speaker,Electronics,East,247,87,93,82,73.64,10,Windy,1,69.9,Winter
2023-12-21,S001,P0005,Bluetooth Speaker,Electronics,East,175,57,50,56,73.64,0,Rainy,1,72.73,Winter
2023-12-22,S001,P0005,Bluetooth Speaker,Electronics,East,133,51,43,56,73.64,15,Rainy,1,78.72,Winter
2023-12-23,S001,P0005,Bluetooth Speaker,Electronics,East,169,50,43,52,73.64,5,Cloudy,1,73.48,Winter
2023-12-24,S001,P0005,Bluetooth Speaker,Electronics,East,206,61,57,57,73.64,0,Sunny,1,67.88,Winter
2023-12-25,S001,P0005,Bluetooth Speaker,Electronics,East,147,66,73,63,73.64,10,Windy,1,69.61,Winter
2023-12-26,S001,P0005,Bluetooth Speaker,Electronics,East,135,59,50,55,73.64,15,Windy,1,67.37,Winter
2023-12-27,S001,P0005,Bluetooth Speaker,Electronics,East,129,61,81,61,73.64,0,Sunny,1,72.92,Winter
2023-12-28,S001,P0005,Bluetooth Speaker,Electronics,East,79,41,40,37,73.64,0,Sunny,1,69.05,Winter
2023-12-29,S001,P0005,Bluetooth Speaker,Electronics,East,155,49,66,46,73.64,15,Rainy,1,71.61,Winter
2023-12-30,S001,P0005,Bluetooth Speaker,Electronics,East,154,44,36,43,73.64,0,Windy,1,78.34,Winter
2023-12-31,S001,P0005,Bluetooth Speaker,Electronics,East,145,52,52,47,73.64,5,Cloudy,1,68.85,Winter
2023-01-01,S001,P0006,Organic Pasta 500g,Groceries,South,358,174,178,159,4.5,0,Windy,0,4.58,Winter
2023-01-02,S001,P0006,Organic Pasta 500g,Groceries,South,563,162,192,158,4.5,5,Rainy,0,4.7,Winter
2023-01-03,S001,P0006,Organic Pasta 500g,Groceries,South,403,200,237,203,4.5,5,Windy,0,4.66,Winter
2023-01-04,S001,P0006,Organic Pasta 500g,Groceries,South,708,187,256,191,4.5,10,Windy,0,4.87,Winter
2023-01-05,S001,P0006,Organic Pasta 500g,Groceries,South,451,146,132,140,4.5,0,Windy,0,4.32,Winter
2023-01-06,S001,P0006,Organic Pasta 500g,Groceries,South,244,160,150,144,4.5,0,Windy,0,4.85,Winter
2023-01-07,S001,P0006,Organic Pasta 500g,Groceries,South,380,145,138,155,4.5,20,Rainy,0,4.15,Winter
2023-01-08,S001,P0006,Organic Pasta 500g,Groceries,South,568,173,190,159,4.5,20,Windy,0,4.54,Winter
2023-01-09,S001,P0006,Organic Pasta 500g,Groceries,South,696,193,228,190,4.5,0,Sunny,0,4.25,Winter
2023-01-10,S001,P0006,Organic Pasta 500g,Groceries,South,394,207,248,211,4.5,0,Rainy,0,4.45,Winter
2023-01-11,S001,P0006,Organic Pasta 500g,Groceries,South,750,209,253,217,4.5,0,Windy,0,4.53,Winter
2023-01-12,S001,P0006,Organic Pasta 500g,Groceries,South,397,192,199,203,4.5,15,Rainy,0,4.78,Winter
2023-01-13,S001,P0006,Organic Pasta 500g,Groceries,South,279,154,130,164,4.5,0,Sunny,0,4.75,Winter
2023-01-14,S001,P0006,Organic Pasta 500g,Groceries,South,295,165,156,155,4.5,0,Sunny,0,4.24,Winter
2023-01-15,S001,P0006,Organic Pasta 500g,Groceries,South,316,200,231,207,4.5,0,Rainy,0,4.64,Winter
2023-01-16,S001,P0006,Organic Pasta 500g,Groceries,South,814,208,225,222,4.5,5,Windy,0,4.13,Winter
2023-01-17,S001,P0006,Organic Pasta 500g,Groceries,South,692,234,278,219,4.5,10,Rainy,0,4.44,Winter
2023-01-18,S001,P0006,Organic Pasta 500g,Groceries,South,417,205,164,195,4.5,15,Rainy,0,4.79,Winter
2023-01-19,S001,P0006,Organic Pasta 500g,Groceries,South,638,168,180,164,4.5,5,Cloudy,0,4.26,Winter
2023-01-20,S001,P0006,Organic Pasta 500g,Groceries,South,507,152,128,144,4.5,0,Cloudy,0,4.57,Winter
2023-01-21,S001,P0006,Organic Pasta 500g,Groceries,South,443,136,150,145,4.5,0,Windy,0,4.66,Winter
2023-01-22,S001,P0006,Organic Pasta 500g,Groceries,South,372,185,176,192,4.5,0,Cloudy,0,4.72,Winter
2023-01-23,S001,P0006,Organic Pasta 500g,Groceries,South,428,185,159,173,4.5,5,Rainy,0,4.41,Winter
2023-01-24,S001,P0006,Organic Pasta 500g,Groceries,South,727,189,178,195,4.5,5,Sunny,0,4.69,Winter
2023-01-25,S001,P0006,Organic Pasta 500g,Groceries,South,624,199,178,186,4.5,0,Sunny,0,4.55,Winter
2023-01-26,S001,P0006,Organic Pasta 500g,Groceries,South,415,155,152,169,4.5,0,Sunny,0,4.54,Winter
2023-01-27,S001,P0006,Organic Pasta 500g,Groceries,South,474,150,149,151,4.5,15,Cloudy,0,4.12,Winter
2023-01-28,S001,P0006,Organic Pasta 500g,Groceries,South,407,158,198,168,4.5,5,Sunny,0,4.12,Winter
2023-01-29,S001,P0006,Organic Pasta 500g,Groceries,South,524,185,189,189,4.5,0,Sunny,0,4.51,Winter
2023-01-30,S001,P0006,Organic Pasta 500g,Groceries,South,494,196,166,188,4.5,15,Rainy,0,4.28,Winter
2023-01-31,S001,P0006,Organic Pasta 500g,Groceries,South,537,229,285,249,4.5,0,Rainy,0,4.37,Winter
2023-02-01,S001,P0006,Organic Pasta 500g,Groceries,South,502,197,199,216,4.5,0,Windy,0,4.66,Winter
2023-02-02,S001,P0006,Organic Pasta 500g,Groceries,South,537,175,166,178,4.5,15,Cloudy,0,4.41,Winter
2023-02-03,S001,P0006,Organic Pasta 500g,Groceries,South,548,139,134,138,4.5,0,Windy,0,4.21,Winter
2023-02-04,S001,P0006,Organic Pasta 500g,Groceries,South,526,156,184,150,4.5,5,Sunny,0,4.1,Winter
2023-02-05,S001,P0006,Organic Pasta 500g,Groceries,South,546,198,249,203,4.5,0,Windy,0,4.75,Winter
2023-02-06,S001,P0006,Organic Pasta 500g,Groceries,South,693,225,280,245,4.5,0,Windy,0,4.43,Winter
2023-02-07,S001,P0006,Organic Pasta 500g,Groceries,South,508,205,254,221,4.5,5,Sunny,0,4.19,Winter
2023-02-08,S001,P0006,Organic Pasta 500g,Groceries,South,650,192,226,207,4.5,0,Windy,0,4.33,Winter
2023-02-09,S001,P0006,Organic Pasta 500g,Groceries,South,510,159,145,147,4.5,10,Windy,0,4.19,Winter
2023-02-10,S001,P0006,Organic Pasta 500g,Groceries,South,422,146,158,139,4.5,10,Rainy,0,4.94,Winter
2023-02-11,S001,P0006,Organic Pasta 500g,Groceries,South,492,143,180,145,4.5,10,Cloudy,0,4.58,Winter
2023-02-12,S001,P0006,Organic Pasta 500g,Groceries,South,399,183,177,191,4.5,5,Windy,0,4.35,Winter
2023-02-13,S001,P0006,Organic Pasta 500g,Groceries,South,857,221,235,203,4.5,10,Rainy,0,4.06,Winter
2023-02-14,S001,P0006,Organic Pasta 500g,Groceries,South,579,206,225,208,4.5,10,Rainy,0,4.51,Winter
2023-02-15,S001,P0006,Organic Pasta 500g,Groceries,South,438,199,208,214,4.5,0,Rainy,0,4.34,Winter
2023-02-16,S001,P0006,Organic Pasta 500g,Groceries,South,431,168,147,176,4.5,0,Sunny,0,4.14,Winter
2023-02-17,S001,P0006,Organic Pasta 500g,Groceries,South,355,164,177,154,4.5,5,Sunny,0,4.9,Winter
2023-02-18,S001,P0006,Organic Pasta 500g,Groceries,South,594,153,152,154,4.5,0,Rainy,0,4.68,Winter
2023-02-19,S001,P0006,Organic Pasta 500g,Groceries,South,464,178,149,185,4.5,0,Sunny,0,4.85,Winter
2023-02-20,S001,P0006,Organic Pasta 500g,Groceries,South,757,199,176,203,4.5,0,Cloudy,0,4.33,Winter
2023-02-21,S001,P0006,Organic Pasta 500g,Groceries,South,348,201,239,190,4.5,0,Rainy,0,4.93,Winter
2023-02-22,S001,P0006,Organic Pasta 500g,Groceries,South,330,208,184,192,4.5,0,Rainy,0,4.47,Winter
2023-02-23,S001,P0006,Organic Pasta 500g,Groceries,South,380,170,150,174,4.5,10,Sunny,0,4.57,Winter
2023-02-24,S001,P0006,Organic Pasta 500g,Groceries,South,343,154,170,163,4.5,15,Cloudy,0,4.67,Winter
2023-02-25,S001,P0006,Organic Pasta 500g,Groceries,South,597,174,195,175,4.5,10,Cloudy,0,4.68,Winter
2023-02-26,S001,P0006,Organic Pasta 500g,Groceries,South,498,203,263,192,4.5,5,Rainy,0,4.19,Winter
2023-02-27,S001,P0006,Organic Pasta 500g,Groceries,South,399,187,224,176,4.5,0,Windy,0,4.51,Winter
2023-02-28,S001,P0006,Organic Pasta 500g,Groceries,South,489,228,253,238,4.5,0,Rainy,0,4.41,Winter
2023-03-01,S001,P0006,Organic Pasta 500g,Groceries,South,454,203,173,183,4.5,0,Windy,0,4.14,Spring
